title,doi,loadDate,openAccess,firstPage,lastPage,pii,publicationDate,sourceTitle,uri,authors,File Attachments
Green synthesized cobalt-bipyridine constructed conjugated microporous polymer: An efficient heterogeneous catalyst for cycloaddition of epoxides via CO2 fixation under ambient conditions,10.1016/j.micromeso.2020.110758,2020-12-14T00:00:00.000Z,False,110758,110758,S1387181120307587,2021-05-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120307587?dgcid=api_sd_search-api-endpoint,"Xiaofeng Zhang, Bo Qiu, Tao Li",10_1016_j_micromeso_2020_110758_full_text.md
In-situ synthesis of Metal Organic Frameworks (MOFs)-PA12 powders and their laser sintering into hierarchical porous lattice structures,10.1016/j.addma.2020.101774,2020-12-14T00:00:00.000Z,True,101774,101774,S2214860420311465,2021-02-28,Additive Manufacturing,https://www.sciencedirect.com/science/article/pii/S2214860420311465?dgcid=api_sd_search-api-endpoint,"Binling Chen, Richard Davies, Oana Ghita",10_1016_j_addma_2020_101774_full_text.md
Immobilization of N and Si as center species toward microporous organic polymers for CO2 adsorption via dipole-quadrupole interaction,10.1016/j.polymer.2020.123307,2020-12-09T00:00:00.000Z,False,123307,123307,S0032386120311320,2021-01-06,Polymer,https://www.sciencedirect.com/science/article/pii/S0032386120311320?dgcid=api_sd_search-api-endpoint,"Yuwei Zhang, Chao Xie, Xiaoming Liu",10_1016_j_polymer_2020_123307_full_text.md
Unsaturated Zn–N2–O active sites derived from hydroxyl in graphene oxide and zinc atoms in core shell ZIF-8@ZIF-67 nanocomposites enhanced CO2 adsorption capacity,10.1016/j.micromeso.2020.110786,2020-12-05T00:00:00.000Z,False,110786,110786,S1387181120307861,2021-01-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120307861?dgcid=api_sd_search-api-endpoint,"Niu Liu, Jun Cheng, Junhu Zhou",10_1016_j_micromeso_2020_110786_full_text.md
N-doping enabled defect-engineering of MoS2 for enhanced and selective adsorption of CO2: A DFT approach,10.1016/j.apsusc.2020.148556,2020-12-02T00:00:00.000Z,False,148556,148556,S0169433220333146,2021-03-15,Applied Surface Science,https://www.sciencedirect.com/science/article/pii/S0169433220333146?dgcid=api_sd_search-api-endpoint,"Francis M. Enujekwu, Yue Zhang, Tao Wu",10_1016_j_apsusc_2020_148556_full_text.md
Investigation of the MOF adsorbents and the gas adsorptive separation mechanisms,10.1016/j.jece.2020.104790,2020-11-28T00:00:00.000Z,False,104790,104790,S2213343720311398,2021-02-28,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343720311398?dgcid=api_sd_search-api-endpoint,"Mohammadreza Fakhraei Ghazvini, Milad Vahedi, Fateme Sabouri",10_1016_j_jece_2020_104790_full_text.md
Solvothermal growth of Mg-MOF-74 films on carboxylic functionalized silicon substrate using acrylic acid,10.1016/j.surfin.2020.100845,2020-11-27T00:00:00.000Z,False,100845,100845,S2468023020308373,2021-02-28,Surfaces and Interfaces,https://www.sciencedirect.com/science/article/pii/S2468023020308373?dgcid=api_sd_search-api-endpoint,"Chang Taek Lee, Moo Whan Shin",10_1016_j_surfin_2020_100845_full_text.md
Metal-organic framework-based photocatalysts for carbon dioxide reduction to methanol: A review on progress and application,10.1016/j.jcou.2020.101374,2020-11-26T00:00:00.000Z,False,101374,101374,S2212982020310040,2021-01-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020310040?dgcid=api_sd_search-api-endpoint,"Ramyashree M.S, S. Shanmuga Priya, Muhammad Tahir",10_1016_j_jcou_2020_101374_full_text.md
Understanding the synergy between N-doped ultra-microporous carbonaceous adsorbent and nitrogen functionalities for high performance of CO2 sorption,10.1016/j.jece.2020.104646,2020-11-19T00:00:00.000Z,False,104646,104646,S2213343720309957,2021-02-28,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343720309957?dgcid=api_sd_search-api-endpoint,"Rafay Ahmed, Guijian Liu, Ayesha Imtiyaz Cheema",10_1016_j_jece_2020_104646_full_text.md
Bio-tar-derived porous carbon with high gas uptake capacities,10.1016/j.renene.2020.11.048,2020-11-13T00:00:00.000Z,False,82,90,S0960148120317912,2021-04-30,Renewable Energy,https://www.sciencedirect.com/science/article/pii/S0960148120317912?dgcid=api_sd_search-api-endpoint,"Ren Tu, Yan Sun, Xiwei Xu",10_1016_j_renene_2020_11_048_full_text.md
Polarity-dependent particle size of zeolitic imidazolate framework synthesized in various solvents,10.1016/j.matchemphys.2020.124021,2020-11-09T00:00:00.000Z,False,124021,124021,S025405842031381X,2021-02-01,Materials Chemistry and Physics,https://www.sciencedirect.com/science/article/pii/S025405842031381X?dgcid=api_sd_search-api-endpoint,"Young Jin Kim, Min-Zy Kim, Churl-Hee Cho",10_1016_j_matchemphys_2020_124021_full_text.md
Striking CO2 capture and CO2/N2 separation by Mn/Al bimetallic MIL-53,10.1016/j.poly.2020.114898,2020-11-07T00:00:00.000Z,False,114898,114898,S0277538720305556,2021-01-01,Polyhedron,https://www.sciencedirect.com/science/article/pii/S0277538720305556?dgcid=api_sd_search-api-endpoint,"Hussein Rasool Abid, Zana Hassan Rada, Shaomin Liu",10_1016_j_poly_2020_114898_full_text.md
Adsorption of n-alkanes in ZIF-8: Influence of crystal size and framework dynamics,10.1016/j.micromeso.2020.110730,2020-11-07T00:00:00.000Z,False,110730,110730,S1387181120307307,2021-01-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120307307?dgcid=api_sd_search-api-endpoint,"Andrzej Sławek, Kornel Roztocki, Wacław Makowski",10_1016_j_micromeso_2020_110730_full_text.md
Formation of structural defects within UiO-66(Zr)-(OH)2 framework for enhanced CO2 adsorption using a microwave-assisted continuous-flow tubular reactor,10.1016/j.micromeso.2020.110746,2020-11-07T00:00:00.000Z,False,110746,110746,S1387181120307460,2021-01-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120307460?dgcid=api_sd_search-api-endpoint,"The Ky Vo, Van Cuong Nguyen, Jinsoo Kim",10_1016_j_micromeso_2020_110746_full_text.md
Influence of surface modification on selective CO2 adsorption: A technical review on mechanisms and methods,10.1016/j.micromeso.2020.110751,2020-11-07T00:00:00.000Z,True,110751,110751,S1387181120307514,2021-01-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120307514?dgcid=api_sd_search-api-endpoint,"Ben Petrovic, Mikhail Gorbounov, Salman Masoudi Soltani",10_1016_j_micromeso_2020_110751_full_text.md
Modified fibrous silica for enhanced carbon dioxide adsorption: Role of metal oxides on physicochemical properties and adsorption performance,10.1016/j.jssc.2020.121845,2020-11-06T00:00:00.000Z,False,121845,121845,S0022459620306769,2021-02-28,Journal of Solid State Chemistry,https://www.sciencedirect.com/science/article/pii/S0022459620306769?dgcid=api_sd_search-api-endpoint,"S. M. Yusof, R. Othaman, L. P. Teh",10_1016_j_jssc_2020_121845_full_text.md
WO3.1/3H2O nanorods/nanoplates: Growth mechanism and CO2 uptake,10.1016/j.mtla.2020.100943,2020-11-03T00:00:00.000Z,False,100943,100943,S2589152920303598,2020-12-31,Materialia,https://www.sciencedirect.com/science/article/pii/S2589152920303598?dgcid=api_sd_search-api-endpoint,"Suresh Bandi, N. Naga Suresh, Ajeet K. Srivastav",10_1016_j_mtla_2020_100943_full_text.md
Preparation of biomass-derived porous carbons by a facile method and application to CO2 adsorption,10.1016/j.jtice.2020.11.001,2020-11-10T00:00:00.000Z,False,128,136,S1876107020303436,2020-11-30,Journal of the Taiwan Institute of Chemical Engineers,https://www.sciencedirect.com/science/article/pii/S1876107020303436?dgcid=api_sd_search-api-endpoint,"Qian Li, Shenfang Liu, Xin Hu",10_1016_j_jtice_2020_11_001_full_text.md
"Performance study of activated carbon and silica gel for sorption of CO2 from a mixture of N2/CO2: equilibrium, breakthrough and mass transfer zone",10.5004/dwt.2020.26268,2024-08-12T00:00:00.000Z,True,413,428,S1944398624126525,2020-11-30,Desalination and Water Treatment,https://www.sciencedirect.com/science/article/pii/S1944398624126525?dgcid=api_sd_search-api-endpoint,"Mohammed K. Al Mesfer, Mohd Danish, Nasser S. Awwad",10_5004_dwt_2020_26268_full_text.md
Effect of modification of UiO-66 for CO2 adsorption and separation of CO2/CH4,10.1016/j.molstruc.2020.129506,2020-10-22T00:00:00.000Z,False,129506,129506,S0022286020318214,2021-03-05,Journal of Molecular Structure,https://www.sciencedirect.com/science/article/pii/S0022286020318214?dgcid=api_sd_search-api-endpoint,"Suresh Mutyala, Madhavi Jonnalagadda, Sobhy M. Ibrahim",10_1016_j_molstruc_2020_129506_full_text.md
Performance comparison among three types of adsorbents in CO2 adsorption and recovery from wet flue gas,10.1016/j.seppur.2020.117922,2020-10-22T00:00:00.000Z,False,117922,117922,S1383586620323959,2021-02-15,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586620323959?dgcid=api_sd_search-api-endpoint,"Yang Yang You, Xiang Jun Liu",10_1016_j_seppur_2020_117922_full_text.md
The relevance of thermal effects during CO2 adsorption and regeneration in a geopolymer-zeolite composite: Experimental and modelling insights,10.1016/j.cej.2020.127315,2020-10-22T00:00:00.000Z,False,127315,127315,S1385894720334392,2021-03-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894720334392?dgcid=api_sd_search-api-endpoint,"M. Boscherini, F. Miccio, M. Minelli",10_1016_j_cej_2020_127315_full_text.md
CO2 adsorption at low pressure over polymers-loaded mesoporous metal organic framework PCN-777: effect of basic site and porosity on adsorption,10.1016/j.jcou.2020.101332,2020-10-22T00:00:00.000Z,False,101332,101332,S2212982020309628,2020-12-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020309628?dgcid=api_sd_search-api-endpoint,"Jong Min Park, Sung Hwa Jhung",10_1016_j_jcou_2020_101332_full_text.md
Photocatalytic CO2 reduction over g-C3N4 based heterostructures: Recent progress and prospects,10.1016/j.jece.2020.104631,2020-10-22T00:00:00.000Z,False,104631,104631,S2213343720309805,2021-02-28,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343720309805?dgcid=api_sd_search-api-endpoint,"Utpal Ghosh, Ankush Majumdar, Anjali Pal",10_1016_j_jece_2020_104631_full_text.md
A state – of – art review on waterless gas shale fracturing technologies,10.1016/j.petrol.2020.108048,2020-10-19T00:00:00.000Z,False,108048,108048,S0920410520311037,2021-01-31,Journal of Petroleum Science and Engineering,https://www.sciencedirect.com/science/article/pii/S0920410520311037?dgcid=api_sd_search-api-endpoint,"Muhammed Rashik Mojid, Berihun Mamo Negash, Babatunde Kawthar Adewumi",10_1016_j_petrol_2020_108048_full_text.md
Carbon Capture and Utilization by graphenes-path covered and ahead,10.1016/j.jclepro.2020.124712,2020-10-19T00:00:00.000Z,False,124712,124712,S0959652620347569,2021-02-15,Journal of Cleaner Production,https://www.sciencedirect.com/science/article/pii/S0959652620347569?dgcid=api_sd_search-api-endpoint,"I. Sreedhar, Utkarsh Upadhyay, Chetan M. Patel",10_1016_j_jclepro_2020_124712_full_text.md
Guanine condensates as covalent materials and the concept of cryptopores,10.1016/j.carbon.2020.10.047,2020-10-16T00:00:00.000Z,False,497,505,S0008622320310113,2021-02-28,Carbon,https://www.sciencedirect.com/science/article/pii/S0008622320310113?dgcid=api_sd_search-api-endpoint,"Janina Kossmann, Diana Piankova, Nieves López-Salas",10_1016_j_carbon_2020_10_047_full_text.md
Graphene-based semi-coke porous carbon with N-rich hierarchical sandwich-like structure for efficient separation of CO2/N2,10.1016/j.micromeso.2020.110700,2020-10-16T00:00:00.000Z,False,110700,110700,S1387181120307009,2021-02-28,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120307009?dgcid=api_sd_search-api-endpoint,"Hailong Ning, Zhiyuan Yang, Changguo Wang",10_1016_j_micromeso_2020_110700_full_text.md
Graphical TOC continued,10.1016/j.poly.2020.114842,2020-10-15T00:00:00.000Z,False,114842,114842,S027753872030499X,2020-11-01,Polyhedron,https://www.sciencedirect.com/science/article/pii/S027753872030499X?dgcid=api_sd_search-api-endpoint,,10_1016_j_poly_2020_114842_full_text.md
Abstracts,10.1016/j.fueleneab.2020.09.002,2020-10-14T00:00:00.000Z,False,562,661,S0140670120300345,2020-11-30,Fuel and Energy Abstracts,https://www.sciencedirect.com/science/article/pii/S0140670120300345?dgcid=api_sd_search-api-endpoint,,10_1016_j_fueleneab_2020_09_002_full_text.md
rGO/N-porous carbon composites for enhanced CO2 capture and energy storage performances,10.1016/j.jallcom.2020.157534,2020-10-12T00:00:00.000Z,False,157534,157534,S0925838820338986,2021-03-15,Journal of Alloys and Compounds,https://www.sciencedirect.com/science/article/pii/S0925838820338986?dgcid=api_sd_search-api-endpoint,"Jianfei Xiao, Yuan Wang, Shaojun Yuan",10_1016_j_jallcom_2020_157534_full_text.md
First-row transition-metal-doped graphyne for ultrahigh-performance CO2 capture and separation over N2/CH4/H2,10.1016/j.mtphys.2020.100301,2020-10-10T00:00:00.000Z,False,100301,100301,S2542529320301255,2021-01-31,Materials Today Physics,https://www.sciencedirect.com/science/article/pii/S2542529320301255?dgcid=api_sd_search-api-endpoint,"S. Zhou, M. Wang, X. Lu",10_1016_j_mtphys_2020_100301_full_text.md
"Understanding CO2 adsorption in a flexible zeolite through a combination of structural, kinetic and modelling techniques",10.1016/j.seppur.2020.117846,2020-10-07T00:00:00.000Z,False,117846,117846,S1383586620323194,2021-02-01,Separation and Purification Technology,https://www.sciencedirect.com/science/article/pii/S1383586620323194?dgcid=api_sd_search-api-endpoint,"Maarten C. Verbraeken, Roberto Mennitto, Stefano Brandani",10_1016_j_seppur_2020_117846_full_text.md
Oxygen-promoted hydrogen adsorption on activated and hybrid carbon materials,10.1016/j.ijhydene.2020.08.114,2020-09-30T00:00:00.000Z,False,30767,30782,S0360319920331189,2020-11-06,International Journal of Hydrogen Energy,https://www.sciencedirect.com/science/article/pii/S0360319920331189?dgcid=api_sd_search-api-endpoint,"S. Schaefer, A. Jeder, V. Fierro",10_1016_j_ijhydene_2020_08_114_full_text.md
"Structure, nomenclature and viable synthesis of micro/nanoscale metal organic frameworks and their remarkable applications in adsorption of organic pollutants",10.1016/j.microc.2020.105579,2020-09-28T00:00:00.000Z,False,105579,105579,S0026265X20325601,2020-12-31,Microchemical Journal,https://www.sciencedirect.com/science/article/pii/S0026265X20325601?dgcid=api_sd_search-api-endpoint,"Tooba Saeed, Abdul Naeem, Tabassum Malik",10_1016_j_microc_2020_105579_full_text.md
Optimized synthesis of nitrogen-doped carbon with extremely high surface area for adsorption and supercapacitor,10.1016/j.apsusc.2020.147961,2020-09-26T00:00:00.000Z,False,147961,147961,S0169433220327185,2021-02-01,Applied Surface Science,https://www.sciencedirect.com/science/article/pii/S0169433220327185?dgcid=api_sd_search-api-endpoint,"Baogen Liu, Rui Shi, Liqing Li",10_1016_j_apsusc_2020_147961_full_text.md
Construction of a highly heteroatom-functionalized covalent organic framework and its CO2 capture capacity and CO2/N2 selectivity,10.1016/j.matlet.2020.128704,2020-09-25T00:00:00.000Z,False,128704,128704,S0167577X20314117,2021-01-01,Materials Letters,https://www.sciencedirect.com/science/article/pii/S0167577X20314117?dgcid=api_sd_search-api-endpoint,"Xiaodong Li, Qing Su, Qiaolin Wu",10_1016_j_matlet_2020_128704_full_text.md
Evaluation of different potassium salts as activators for hierarchically porous carbons and their applications in CO2 adsorption,10.1016/j.jcis.2020.09.022,2020-09-16T00:00:00.000Z,False,40,49,S0021979720312017,2021-02-01,Journal of Colloid and Interface Science,https://www.sciencedirect.com/science/article/pii/S0021979720312017?dgcid=api_sd_search-api-endpoint,"Hongmin Cui, Jianguo Xu, Guihua Chen",10_1016_j_jcis_2020_09_022_full_text.md
Natural porous nanorods used for high-efficient capture and chemical conversion of CO2,10.1016/j.jcou.2020.101303,2020-09-13T00:00:00.000Z,False,101303,101303,S2212982020304662,2020-12-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020304662?dgcid=api_sd_search-api-endpoint,"Gang Wang, Ruixiang Guo, Weisheng Liu",10_1016_j_jcou_2020_101303_full_text.md
Synthesis of a novel amorphous metal organic framework with hierarchical porosity for adsorptive gas separation,10.1016/j.micromeso.2020.110600,2020-09-03T00:00:00.000Z,False,110600,110600,S1387181120306004,2021-01-31,Microporous and Mesoporous Materials,https://www.sciencedirect.com/science/article/pii/S1387181120306004?dgcid=api_sd_search-api-endpoint,"Javier Fonseca, Sunho Choi",10_1016_j_micromeso_2020_110600_full_text.md
Computational study of the effect of functionalization on natural gas components separation and adsorption in NUM-3a MOF,10.1016/j.jmgm.2020.107731,2020-09-02T00:00:00.000Z,False,107731,107731,S1093326320305209,2020-12-31,Journal of Molecular Graphics and Modelling,https://www.sciencedirect.com/science/article/pii/S1093326320305209?dgcid=api_sd_search-api-endpoint,"Azita Amouzad Khalili, Saeid Yeganegi",10_1016_j_jmgm_2020_107731_full_text.md
Porous Ladder Polymer Networks,10.1016/j.chempr.2020.08.002,2020-09-02T00:00:00.000Z,True,2558,2590,S2451929420304125,2020-10-08,Chem,https://www.sciencedirect.com/science/article/pii/S2451929420304125?dgcid=api_sd_search-api-endpoint,"Sai Che, Lei Fang",10_1016_j_chempr_2020_08_002_full_text.md
Nanoporous activated biocarbons with high surface areas from alligator weed and their excellent performance for CO2 capture at both low and high pressures,10.1016/j.cej.2020.126787,2020-09-01T00:00:00.000Z,False,126787,126787,S1385894720329156,2021-02-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894720329156?dgcid=api_sd_search-api-endpoint,"Gurwinder Singh, Rohan Bahadur, Ajayan Vinu",10_1016_j_cej_2020_126787_full_text.md
Recent progresses on improving CO2 adsorption and proton production for enhancing efficiency of photocatalytic CO2 reduction by H2O,10.1016/j.gce.2020.09.003,2020-09-21T00:00:00.000Z,True,33,39,S2666952820300030,2020-09-30,Green Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2666952820300030?dgcid=api_sd_search-api-endpoint,"Peng Liu, Xingcui Peng, Yun-Xiang Pan",10_1016_j_gce_2020_09_003_full_text.md
The CO2 adsorption behavior study on activated carbon synthesized from olive waste,10.1016/j.jcou.2020.101292,2020-08-31T00:00:00.000Z,False,101292,101292,S2212982020302560,2020-12-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020302560?dgcid=api_sd_search-api-endpoint,"Redouane Melouki, Amina Ouadah, Philip L. Llewellyn",10_1016_j_jcou_2020_101292_full_text.md
Hydrogen and CO2 storage in high surface area covalent triazine–based frameworks,10.1016/j.mtener.2020.100506,2020-08-29T00:00:00.000Z,False,100506,100506,S2468606920301258,2020-12-31,Materials Today Energy,https://www.sciencedirect.com/science/article/pii/S2468606920301258?dgcid=api_sd_search-api-endpoint,"Q. -W. Deng, G. -Q. Ren, Y. -H. Zhou",10_1016_j_mtener_2020_100506_full_text.md
RETRACTED: Two metal-organic frameworks for selective C2H2/CO2 separation and exert therapeutic effect on postpartum hemorrhage by increasing the prothrombin activity,10.1016/j.jssc.2020.121629,2020-08-14T00:00:00.000Z,False,121629,121629,S002245962030459X,2020-11-30,Journal of Solid State Chemistry,https://www.sciencedirect.com/science/article/pii/S002245962030459X?dgcid=api_sd_search-api-endpoint,"Yu-Jiao Yang, Xiao-Qiong Li, Wen-Qiong Zeng",10_1016_j_jssc_2020_121629_full_text.md
Abstracts,10.1016/j.fueleneab.2020.07.002,2020-08-13T00:00:00.000Z,False,450,541,S0140670120300266,2020-09-30,Fuel and Energy Abstracts,https://www.sciencedirect.com/science/article/pii/S0140670120300266?dgcid=api_sd_search-api-endpoint,,10_1016_j_fueleneab_2020_07_002_full_text.md
Development of sulphur-doped carbon monolith derived from phenol-formaldehyde resin for fixed bed CO2 adsorption,10.1016/j.eti.2020.101104,2020-08-10T00:00:00.000Z,False,101104,101104,S2352186420314048,2020-11-30,Environmental Technology & Innovation,https://www.sciencedirect.com/science/article/pii/S2352186420314048?dgcid=api_sd_search-api-endpoint,"Jasminder Singh, Haripada Bhunia, Soumen Basu",10_1016_j_eti_2020_101104_full_text.md
RETRACTED: Preparation of molecularly imprinted metal-organic frameworks by in situ self-assembly template strategy for selective adsorption of antibiotics,10.1016/j.chemosphere.2020.127832,2020-08-01T00:00:00.000Z,False,127832,127832,S0045653520320270,2021-01-31,Chemosphere,https://www.sciencedirect.com/science/article/pii/S0045653520320270?dgcid=api_sd_search-api-endpoint,"Zhanmeng Liu, Gang Chen, Xiuguo Lu",10_1016_j_chemosphere_2020_127832_full_text.md
Soft templating production of porous carbon adsorbents for CO2 and H2S capture,10.1016/j.carbon.2020.07.064,2020-07-31T00:00:00.000Z,False,193,204,S0008622320307259,2020-11-30,Carbon,https://www.sciencedirect.com/science/article/pii/S0008622320307259?dgcid=api_sd_search-api-endpoint,"Sabina A. Nicolae, Petra Ágota Szilágyi, Maria Magdalena Titirici",10_1016_j_carbon_2020_07_064_full_text.md
How efficient could photocatalytic CO2 reduction with H2O into solar fuels be?,10.1016/j.enconman.2020.113236,2020-07-29T00:00:00.000Z,False,113236,113236,S0196890420307809,2020-10-15,Energy Conversion and Management,https://www.sciencedirect.com/science/article/pii/S0196890420307809?dgcid=api_sd_search-api-endpoint,"Zhonghui Zhu, Xianglei Liu, Yimin Xuan",10_1016_j_enconman_2020_113236_full_text.md
Estimation of CO2 adsorption in high capacity metal−organic frameworks: Applications to greenhouse gas control,10.1016/j.jcou.2020.101256,2020-07-29T00:00:00.000Z,False,101256,101256,S2212982020301281,2020-10-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020301281?dgcid=api_sd_search-api-endpoint,"Amir Dashti, Arash Bahrololoomi, Amir H. Mohammadi",10_1016_j_jcou_2020_101256_full_text.md
Ethylene/ethane separation by gas-phase SMB in binderfree zeolite 13X monoliths,10.1016/j.ces.2020.116006,2020-07-28T00:00:00.000Z,False,116006,116006,S0009250920305388,2021-01-16,Chemical Engineering Science,https://www.sciencedirect.com/science/article/pii/S0009250920305388?dgcid=api_sd_search-api-endpoint,"Rute Seabra, Vanessa F. D. Martins, Alexandre P. Ferreira",10_1016_j_ces_2020_116006_full_text.md
High-throughput screening of metal – Organic frameworks for CO2 and CH4 separation in the presence of water,10.1016/j.cej.2020.126392,2020-07-27T00:00:00.000Z,False,126392,126392,S1385894720325201,2021-01-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894720325201?dgcid=api_sd_search-api-endpoint,"Justyna Rogacka, Agnieszka Seremak, Bogdan Kuchta",10_1016_j_cej_2020_126392_full_text.md
Experimental comparison of regeneration methods for CO2 concentration from air using amine-based adsorbent,10.1016/j.cej.2020.126337,2020-07-22T00:00:00.000Z,True,126337,126337,S1385894720324657,2021-01-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894720324657?dgcid=api_sd_search-api-endpoint,"Jere Elfving, Juho Kauppinen, Tuomo Sainio",10_1016_j_cej_2020_126337_full_text.md
Binder-free 3D printing of covalent organic framework (COF) monoliths for CO2 adsorption,10.1016/j.cej.2020.126333,2020-07-19T00:00:00.000Z,False,126333,126333,S138589472032461X,2021-01-01,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S138589472032461X?dgcid=api_sd_search-api-endpoint,"Ximeng Liu, Gwendolyn J. H. Lim, John Wang",10_1016_j_cej_2020_126333_full_text.md
Machine learning exploration of the critical factors for CO2 adsorption capacity on porous carbon materials at different pressures,10.1016/j.jclepro.2020.122915,2020-07-18T00:00:00.000Z,False,122915,122915,S0959652620329607,2020-11-10,Journal of Cleaner Production,https://www.sciencedirect.com/science/article/pii/S0959652620329607?dgcid=api_sd_search-api-endpoint,"Xinzhe Zhu, Daniel C. W. Tsang, Jin Shang",10_1016_j_jclepro_2020_122915_full_text.md
Geopolymers produced with fly ash and rice husk ash applied to CO2 capture,10.1016/j.jclepro.2020.122917,2020-07-18T00:00:00.000Z,False,122917,122917,S0959652620329620,2020-11-10,Journal of Cleaner Production,https://www.sciencedirect.com/science/article/pii/S0959652620329620?dgcid=api_sd_search-api-endpoint,"Alisson Lopes Freire, Camilla Daniela Moura-Nickel, Regina de Fátima Peralta Muniz Moreira",10_1016_j_jclepro_2020_122917_full_text.md
Selective CO2 adsorption over functionalized Zr-based metal organic framework under atmospheric or lower pressure: Contribution of functional groups to adsorption,10.1016/j.cej.2020.126254,2020-07-15T00:00:00.000Z,False,126254,126254,S1385894720323822,2020-12-15,Chemical Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1385894720323822?dgcid=api_sd_search-api-endpoint,"Jong Min Park, Dong Kyu Yoo, Sung Hwa Jhung",10_1016_j_cej_2020_126254_full_text.md
Improved CO2 adsorption onto chemically activated spherical phenol resin,10.1016/j.jcou.2020.101255,2020-07-15T00:00:00.000Z,False,101255,101255,S2212982020305515,2020-10-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020305515?dgcid=api_sd_search-api-endpoint,"Kutub Uddin, Animesh Pal, Bidyut Baran Saha",10_1016_j_jcou_2020_101255_full_text.md
Investigations on 6FDA/BPDA-DAM polymer melt properties and CO2 adsorption using molecular dynamics simulations,10.1016/j.memsci.2020.118377,2020-07-10T00:00:00.000Z,False,118377,118377,S0376738820309558,2020-11-01,Journal of Membrane Science,https://www.sciencedirect.com/science/article/pii/S0376738820309558?dgcid=api_sd_search-api-endpoint,"Projesh Kumar Roy, Kishant Kumar, Prabal K. Maiti",10_1016_j_memsci_2020_118377_full_text.md
Synthesis and characterization of activated carbon from biomass date seeds for carbon dioxide adsorption,10.1016/j.jece.2020.104257,2020-07-07T00:00:00.000Z,False,104257,104257,S2213343720306060,2020-10-31,Journal of Environmental Chemical Engineering,https://www.sciencedirect.com/science/article/pii/S2213343720306060?dgcid=api_sd_search-api-endpoint,"Adetola E. Ogungbenro, Dang V. Quang, Mohammad R. M. Abu-Zahra",10_1016_j_jece_2020_104257_full_text.md
Capture and chemical fixation of carbon dioxide by chitosan grafted multi-walled carbon nanotubes,10.1016/j.jcou.2020.101237,2020-07-06T00:00:00.000Z,False,101237,101237,S2212982020303668,2020-10-31,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020303668?dgcid=api_sd_search-api-endpoint,"Nazrul Hsan, Pradip K. Dutta, Joonseok Koh",10_1016_j_jcou_2020_101237_full_text.md
The marriage of metal–organic frameworks and silica materials for advanced applications,10.1016/j.ccr.2020.213442,2020-07-02T00:00:00.000Z,False,213442,213442,S0010854520301053,2020-10-15,Coordination Chemistry Reviews,https://www.sciencedirect.com/science/article/pii/S0010854520301053?dgcid=api_sd_search-api-endpoint,"Ning Yuan, Xinling Zhang, Longsheng Wang",10_1016_j_ccr_2020_213442_full_text.md
Correlating vibrational properties with temperature and pressure dependent CO2 adsorption in zeolitic imidazolate frameworks,10.1016/j.apsusc.2020.147058,2020-06-27T00:00:00.000Z,False,147058,147058,S0169433220318158,2020-11-01,Applied Surface Science,https://www.sciencedirect.com/science/article/pii/S0169433220318158?dgcid=api_sd_search-api-endpoint,"Athanassios G. Kontos, George Em. Romanos, Polycarpos Falaras",10_1016_j_apsusc_2020_147058_full_text.md
Introducing mesoporosity in zeolite 4A bodies for Rapid CO2 capture,10.1016/j.jcou.2020.101223,2020-06-25T00:00:00.000Z,False,101223,101223,S2212982020301918,2020-09-30,Journal of CO2 Utilization,https://www.sciencedirect.com/science/article/pii/S2212982020301918?dgcid=api_sd_search-api-endpoint,"Debashis Panda, E. Anil Kumar, Sanjay Kumar Singh",10_1016_j_jcou_2020_101223_full_text.md
